"Início dos relatórios","Término dos relatórios","Nome da campanha","Veiculação da campanha",Resultados,"Indicador de resultados",Alcance,Frequência,"Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Impressões,"CPM (custo por 1.000 impressões) (BRL)","Cliques no link","CPC (custo por clique no link) (BRL)","CTR (taxa de cliques no link)","Cliques (todos)","CTR (todos)","CPC (todos) (BRL)","Custo por candidatura enviada (BRL)","Apps enviados","Inscrições no app para celular enviadas","Apps do site enviados","Candidaturas enviadas offline","Inscrições na Meta enviadas","Finalizações de compra iniciadas","Finalizações de compra iniciadas no app para celular","Finalizações de compra iniciadas no site","Finalizações de pagamento iniciadas offline","Finalizações da compra iniciadas na Meta","Custo por finalização de compra iniciada (BRL)",Compras,"Compras no app","Compras no site","Compras offline","Compras na Meta","Custo por compra (BRL)"
2026-03-10,2026-03-16,"F3 -  [V34] ESCALA 1-1-1 |22-45 INSTA| VSL2 — Cópia — Cópia",inactive,,,0,0,,200,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V41] ESCALA 1-1-1 |22-45 INSTA| VSL2 (ABO) = — Cópia",inactive,,,0,0,,150,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 - [V22] ESCALA HORIZONTAL (01) 1-1-1 | OPEN | VSL 2 | CBO — Cópia",inactive,,,0,0,,100,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"H2 (LLA 1%) | V22",inactive,,,0,0,,50,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"H1 (INTELIGENTE) ADV+ | V58",inactive,,,0,0,,150,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[F1] - ESCALA- V50_2%_T197",inactive,,,0,0,,150,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[29/07/25] [MDA] [F] [AUTO] [VENDAS] [F4] [ARENA 197] [MAX CONV]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[04/08/25] [MDA] [F] [AUTO] [VENDAS] [F2] [VALIDAÇÃO] [AD117] [197]",inactive,,,0,0,,250,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[17/11/25] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL A] [R$ 397,00] [1] - PIXEL ERRADO",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[24/11/25] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [PIXEL ANTIGO] [R$ 397,00] [3]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[25/11/25] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL A] [PIXEL ANTIGO] [R$ 347,00] [1]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[12/02/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [6]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F9 - [C04] 21/09 (CBO) 1-1-3 — Cópia",inactive,,,0,0,,85,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F9 - [C04] 03/10 (CBO) 1-1-1",inactive,,,0,0,,100,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F4 - VALIDAÇÃO DO PÚBLICO {PB. 01 OPEN} (CBO) 1-3-3 — Cópia",inactive,,,0,0,,90,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V04] ESCALA 1-1-1 |22-45 INSTA| VSL2 (ABO) = 50/DIA",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,RUBENS,inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F0 - ENGAJAMENTO REELS (MANYCHAT)",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [VX] Advantage+  [V60-V69] Campanha",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[F1] - ASC [SCALING] - CAMPEÕES Campanha",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"H1 (INTELIGENTE) ADV+ | V58",inactive,,,0,0,,50,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[F2] - CLONES - V15_T247",inactive,,,0,0,,200,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F1 - ASC [SCALING] -LLA 1% (247)",inactive,,,0,0,,197.85,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[F2] - CLONES - V58_T197",inactive,,,0,0,,100,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[F2] - CLONES - V50_T197",inactive,,,0,0,,150,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[F2] - CLONES - V48_T197 >>>",inactive,,,0,0,,200,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[30/07/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [197]",inactive,,,0,0,,20,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[16/10/25] [MDA] [F] [AUTO] [VENDAS] [LKL COMPRADORES] [VSL B] [2]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[11/11/25] [MDA] [F] [AUTO] [VENDAS] [LKL COMPRADORES] [VSL A] [R$ 397,00] [1]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[17/11/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [PÁGINA HOME] [R$ 197,00] [1]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[17/11/25] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 397,00] [1]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[18/11/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL C] [R$ 197,00] [1]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[03/12/25] [MDA] [F] [AUTO] [VENDAS] [LKL COMPRADORES] [VSL A] [PIXEL ANTIGO] [R$ 347,00] [2]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[19/12/25] [MDA] [F] [AUTO] [VENDAS] [LKL COMPRADORES] [VSL A] [R$ 197,00] [2]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[22/12/25] [MDA] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL A] [R$ 197,00] [4]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[03/01/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [5]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[31/01/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [5]",inactive,,,0,0,,6000,Total,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[C04] ZONA DE ESCALA CBO — Cópia — Cópia — Cópia — Cópia — Cópia — Cópia",inactive,,,0,0,,15,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"(F3) [V04] ESCALA 1-1-1 |P.01| 05/11 (CBO) = 247/DIA",inactive,,,0,0,,98,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F9 - [V05] 12/10 (CBO) 1-1-3",inactive,,,0,0,,50,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F0 - 07 ESCALA DIÁRIA {PB. 01 OPEN} (CBO) 1-1-1",inactive,,,0,0,,100,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F2 -  [V04] VSL 01 TESTE PÚBLICO  (CBO) 1-3-3",inactive,,,0,0,,102.47,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F1 - [V16] VSL 2 - TESTE CRIATIVO",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V15] ESCALA 1-1-1 |25-34INSTA| VSL2 (ABO) = 50/DIA —",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V15] ESCALA 1-1-1 |22-45 INSTA| VSL2 (ABO) = 50/DIA — Cópia — Cópia",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V16] ESCALA 1-1-1 |22-45 INSTA| VSL2 (ABO) = 497",inactive,,,0,0,,50,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F2 -  CBO TEST LAL 1%",inactive,,,0,0,,200,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F2 -  CBO TEST [M 22 -45]",inactive,,,0,0,,100,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V38] - LAL 1% (1-1-1)",inactive,,,0,0,,50,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 - [V20]  LAL 2%  INSTA+ FACE (1-1-1)",inactive,,,0,0,,50,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V39] OPEN 25 - 44  (1-1-1)",inactive,,,0,0,,150,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V34] ESCALA 1-1-1 |22-45 INSTA| VSL2",inactive,,,0,0,,200,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V20] ESCALA 1-1-1 |22-45 INSTA FEED|",inactive,,,0,0,,50,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F4 - [VX] ESCALA PUBLICO (PB-01) 1-X-1- | 22-45 INSTA | VSL 2 | ABO",inactive,,,0,0,,100,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[26/09/25] [MDA] [F] [AUTO] [VENDAS] [F3] [2] [TESTE DE CRIATIVOS] [VSL A]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[11/11/25] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 397,00] [1]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[17/11/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL A] [R$ 397,00] [1] - PIXEL ERRADO",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[17/11/25] [MDA] [F] [AUTO] [VENDAS] [LKL COMPRADORES] [VSL C] [R$ 397,00] [1]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[20/11/25] [MDA] [F] [AUTO] [VENDAS] [LKL 2% COMPRADORES] [VSL C] [R$ 397,00] [1]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[12/02/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [CBO] [6]",inactive,,,0,0,,150,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[19/02/26] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [5]",inactive,,,0,0,,6000,Total,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[24/02/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL A] [R$ 197,00] [ABO] [AD13] [6]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[C03] ZONA DE ESCALA CBO",inactive,,,0,0,,100,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[C04] ZONA DE ESCALA CBO — Cópia",inactive,,,0,0,,50,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[C04] ZONA DE ESCALA CBO — Cópia — Cópia — Cópia — Cópia — Cópia — Cópia — Cópia",inactive,,,0,0,,15,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[C02] ZONA DE FORMAÇÃO (COMPRA) — Cópia — Cópia",inactive,,,0,0,,25,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F9 - [C02] 28/09 (CBO) 1-1-3",inactive,,,0,0,,100,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 - ZONA DE FORMAÇÃO DO PÚBLICO (ABO) 1-5-1 (FIXA)",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V04] ESCALA 1-1-1 |P.01| VSL2 (ABO) = 50/DIA",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  1-1-3 |22-45 INSTA| VSL2 (ABO) =",inactive,,,0,0,,50,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V20] OPEN 22-45 - INSTA (1-1-1)",inactive,,,0,0,,50,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V29] 25-44 HM - INSTA+FACE (1-1-1) — Cópia",inactive,,,0,0,,250,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F2 -  [V20] H 25-44 (1-1-4)",inactive,,,0,0,,500,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V20] ESCALA 1-1-1 |22-45 INSTA| VSL2 (ABO) = — Cópia — Cópia",inactive,,,0,0,,150,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V20] ESCALA 1-1-1 |24-44INSTA| VSL2 ESCALA 1",inactive,,,0,0,,150,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 - [35] ESCALA HORIZONTAL (01) 1-1-1 | OPEN | VSL 2 | CBO",inactive,,,0,0,,200,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F5 - [VX] NOVOS PUBLICOS 1-X-1 | VSL 2 | CBO",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V49] Advantage+  Campanha Campanha",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"H1 (INTELIGENTE) ADV+ | V22",inactive,,,0,0,,50,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[F1] - ESCALA- V50_T197",inactive,,,0,0,,150,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[07/08/25] [MDA] [F] [AUTO] [VENDAS] [F4] [ARENA 197/247] [AD117]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[25/11/25] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [PIXEL ANTIGO] [R$ 397,00] [1]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[13/12/25] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL A] [R$ 197,00] [1]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[24/01/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL C] [R$ 197,00] [5]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[06/02/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [5]",inactive,,,0,0,,4500,Total,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[24/02/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL A] [R$ 197,00] [ABO] [AD14] [6]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[08/03/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [CBO] [AD194] [6]",inactive,,,0,0,,130,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[C04] ZONA DE ESCALA CBO — Cópia",inactive,,,0,0,,50,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 - ZONA DE FORMAÇÃO DO PÚBLICO 2 (ABO) 1-5-1",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F6 - [V04] 01 ESCALA VERTICAL PÚBLICO (CBO) 1-3-1 — Cópia",inactive,,,0,0,,20,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F2.04 -  [V04] VSL 02 TESTE PÚBLICO  (CBO) 1-3-3 — Cópia — Cópia",inactive,,,0,0,,100,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F2 -  [V04] VSL 02 TESTE PÚBLICO  (CBO) 1-3-3 — Cópia",inactive,,,0,0,,6,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"(F3) [V10] ESCALA 1-1-1 |P.01| 05/11 (ABO) = 50/DIA — Cópia",inactive,,,0,0,,98,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V20] ESCALA 1-1-1 |22-45 INSTA| VSL2 (ABO) = — Cópia",inactive,,,0,0,,100,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 - [V38]  LAL 2% (1-1-1)",inactive,,,0,0,,50,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F1 -  OPEN ADV+ CREATIVE TEST (1-1-X)",inactive,,,0,0,,100,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V29] 25-44 HM - INSTA+FACE (1-1-1) — Cópia",inactive,,,0,0,,250,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F2 -  [V20] H 25-44 (1-3-1)",inactive,,,0,0,,500,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F2 -   H 25-44 (1-3-1)",inactive,,,0,0,,150,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 - [V22] ESCALA HORIZONTAL (02) 1-1-1 | PB-01| VSL 2 | CBO",inactive,,,0,0,,100,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F2 - [V44] TESTE DE PUBLICOS (LAL 1%) 1-1-1  VSL 2",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[30/07/25] [MDA] [F] [AUTO] [VENDAS] [F4] [ARENA 247] [MAX CONV]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[18/11/25] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [1]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[17/11/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL C] [R$ 197,00] [1] - PIXEL ERRADO",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[17/11/25] [MDA] [F] [AUTO] [VENDAS] [LKL COMPRADORES] [VSL A] [R$ 397,00] [1]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[18/11/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL A] [R$ 197,00] [1]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[25/11/25] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [PIXEL ANTIGO] [R$ 347,00] [1]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[03/01/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL A] [R$ 197,00] [5]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[12/02/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [6]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[03/03/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [ABO] [AD178] [8]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[08/03/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [CBO] [AD150] [6]",inactive,,,0,0,,180,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[00] ZONA DE ESCALA (CBO)",inactive,,,0,0,,18,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F9 - [C04] 21/09 (CBO) 1-1-3",inactive,,,0,0,,85,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F9 - [C04] 02/10 (CBO) 1-1-3 — Cópia — Cópia",inactive,,,0,0,,65,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[F4] 2 (C04) 06/10 CBO 1-1-3= $96",inactive,,,0,0,,96,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F4 - VALIDAÇÃO DO PÚBLICO {PB. 01 OPEN} (CBO) 1-3-3 — Cópia",inactive,,,0,0,,90,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F6 - [V04] 01 ESCALA VERTICAL PÚBLICO (CBO) 1-3-1",inactive,,,0,0,,100,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
